Name,ID,Description,Quality,Itempools,Type,Tags,MaxCharges,MoveSpeed,AddBlackHearts,GfxFileName,ClearEffectsOnRemove,InitCharge,PersistentEffect,ShopPrice,AddMaxHearts,Bombs,Pickups,AddCoins,Damage,TearFlags,CraftingQuality,AddCostumeOnPickup,AchievementID,Coins,AddBombs,PassiveCache,ShotSpeed,Luck,Flight,MaxCooldown,ChargeType,Tears,Keys,CacheFlags,Special,DevilPrice,AddHearts,Range,AddSoulHearts,AddKeys
Portable Slot,177,Gamble 24/7,0,ultraSecret,ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_177_PortableSlot.png,False,-1,False,10,0,0,,0,0.0,,0,False,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Holy Water,178,Splash!,3,"treasure,angel",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_178_HolyWater.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Fate,179,Flight eternal,3,goldenChest,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR",0,0.0,0,gfx/items/collectibles/Collectibles_179_Fate.png,True,-1,False,15,0,0,,0,0.0,,3,True,113,0,0,False,0.0,0.0,True,0,0,0.0,0,128,False,1,0,0.0,0,0
The Black Bean,180,Toot on touch,0,"treasure,beggar",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR",0,0.0,0,gfx/items/collectibles/Collectibles_180_BlackBean.png,True,-1,False,15,0,0,,0,0.0,,0,True,-1,0,0,False,0.0,0.0,False,30,0,0.0,0,0,False,1,0,0.0,0,0
White Pony,181,Flight + holy death,3,,ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE",2,0.5,0,gfx/items/collectibles/Collectibles_181_WhitePony.png,False,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,True,0.0,0.0,True,0,0,0.0,0,144,False,1,0,0.0,0,0
Sacred Heart,182,Homing shots + DMG up,4,"angel,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_ANGEL",0,0.0,0,gfx/items/collectibles/Collectibles_182_SacredHeart.png,True,-1,False,15,2,0,,0,5.5500001907349,"TEAR_EFFECT_COUNT,TEAR_HOMING",4,True,-1,0,0,False,-0.25,0.0,False,0,0,-0.75916631570872,0,111,True,2,99,0.0,0,0
Tooth Picks,183,Tears + shot speed up,3,"boss,woodenChest",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_183_ToothPicks.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.1599999666214,0.0,False,0,0,0.71790042078933,0,6,False,1,0,0.0,0,0
Holy Grail,184,Flight + HP up,3,angel,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR,TAG_ANGEL",0,0.0,0,gfx/items/collectibles/Collectibles_184_HolyGrail.png,True,-1,False,15,2,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,True,0,0,0.0,0,128,False,2,4,0.0,0,0
Dead Dove,185,Flight + spectral tears,3,angel,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR,TAG_ANGEL",0,0.0,0,gfx/items/collectibles/Collectibles_185_DeadDove.png,True,-1,False,15,0,0,,0,0.0,TEAR_SPECTRAL,3,True,-1,0,0,False,0.0,0.0,True,0,0,0.0,0,224,False,2,0,0.0,0,0
Blood Rights,186,Mass enemy damage at a cost,0,"treasure,devil",ITEM_ACTIVE,"TAG_NO_EDEN,TAG_NO_EDEN,TAG_WISP,TAG_NO_LOST_BR",0,0.0,0,gfx/items/collectibles/Collectibles_186_BloodRights.png,False,-1,False,15,0,0,,0,0.0,,0,False,56,0,0,False,0.0,0.0,False,0,0,0.0,0,2,False,1,0,0.0,0,0
Guppy's Hairball,187,Swing it,1,devil,ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_GUPPY",0,0.0,0,gfx/items/collectibles/Collectibles_187_GuppysHairball.png,True,-1,False,15,0,0,,0,0.0,,1,True,65,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Abel,188,Mirrored buddy,0,"treasure,babyShop",ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MONSTER_MANUAL,TAG_BABY",0,0.0,0,gfx/items/collectibles/Collectibles_188_Abel.png,True,-1,False,15,0,0,,0,0.0,,0,True,51,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
SMB Super Fan,189,All stats up,3,"treasure,craneGame",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.20000004768372,0,gfx/items/collectibles/Collectibles_189_SMBSuperFan.png,True,-1,False,15,2,0,,0,0.58166646957397,,3,True,63,0,0,False,0.0,0.0,False,0,0,0.1952749215267,0,27,False,1,99,2.5,0,0
Pyro,190,99 bombs,3,"treasure,secret,bombBum",ITEM_PASSIVE,"TAG_NO_CANTRIP,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_190_Pyro.png,True,-1,False,15,0,98,,0,0.0,,3,True,-1,0,99,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
3 Dollar Bill,191,Rainbow tears,2,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_191_3DollarBill.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,65535,False,1,0,0.0,0,0
Telepathy For Dummies,192,Temporary psychic shot,1,"treasure,library",ITEM_ACTIVE,"TAG_WISP,TAG_OFFENSIVE,TAG_BOOK",2,0.0,0,gfx/items/collectibles/Collectibles_192_TelepathyForDummies.png,False,-1,False,15,0,0,,0,0.0,,1,False,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,104,False,1,0,0.0,0,0
MEAT!,193,DMG + HP up,2,"boss,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR",0,0.0,0,gfx/items/collectibles/Collectibles_193_Meat.png,True,-1,False,15,2,0,,0,0.58166646957397,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,1,False,1,4,0.0,0,0
Magic 8 Ball,194,Shot speed up,1,"boss,goldenChest,craneGame",ITEM_PASSIVE,"TAG_LAZ_SHARED_GLOBAL,TAG_SUMMONABLE,TAG_STARS,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_194_Magic8Ball.png,True,-1,False,15,0,0,PICKUP_TAROTCARD,0,0.0,,1,True,-1,0,0,False,0.1599999666214,0.0,False,0,0,0.0,0,4,False,1,0,0.0,0,0
Mom's Coin Purse,195,What's all this...?,0,"shop,boss,beggar,demonBeggar,momsChest,oldChest",ITEM_PASSIVE,"TAG_NO_CANTRIP,TAG_OFFENSIVE,TAG_MOM",0,0.0,0,gfx/items/collectibles/Collectibles_195_MomsCoinPurse.png,True,-1,False,15,0,0,PICKUP_PILL,0,0.0,,0,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Squeezy,196,Tears up,3,"boss,goldenChest,craneGame",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/Collectibles_196_Squeezy.png,True,-1,False,15,0,0,PICKUP_HEART,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.39684760684836,0,2,False,1,0,0.0,0,0
Jesus Juice,197,Damage + range up,2,"boss,angel",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/Collectibles_197_JesusJuice.png,True,-1,False,15,0,0,,0,0.92718887329102,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,9,False,1,0,1.5,0,0
Box,198,Stuff,0,"boss,beggar",ITEM_PASSIVE,TAG_OFFENSIVE,0,0.0,0,gfx/items/collectibles/Collectibles_198_Box.png,True,-1,False,15,0,0,"PICKUP_BOMB,PICKUP_HEART,PICKUP_KEY,PICKUP_COIN,PICKUP_TAROTCARD,PICKUP_TRINKET,PICKUP_PILL",0,0.0,,0,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Mom's Key,199,Better chest loot +2 keys,3,"shop,keyMaster,momsChest,oldChest",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MOM",0,0.0,0,gfx/items/collectibles/collectibles_199_momskey.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,2,8192,False,1,0,0.0,0,2
Mom's Eyeshadow,200,Charm tears,1,"treasure,momsChest,oldChest",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MOM",0,0.0,0,gfx/items/collectibles/collectibles_200_momseyeshadow.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,64,False,1,0,0.0,0,0
Iron Bar,201,DMG up + concussive tears,2,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_201_ironbar.png,True,-1,False,15,0,0,,0,0.58166646957397,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,1,False,1,0,0.0,0,0
Midas' Touch,202,Golden touch,1,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR",0,0.0,0,gfx/items/collectibles/collectibles_202_midastouch.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Humbleing Bundle,203,1+1 free 4Evar,3,shop,ITEM_PASSIVE,"TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_203_humblingbundle.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Fanny Pack,204,Filled with goodies,1,"shop,beggar",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR",0,0.0,0,gfx/items/collectibles/collectibles_204_fannypack.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Sharp Plug,205,Infinite charge... at a cost,2,"shop,batteryBum",ITEM_PASSIVE,"TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_NO_LOST_BR",0,0.0,0,gfx/items/collectibles/collectibles_205_sharpplug.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Guillotine,206,DMG + tears up. An out-of-body experience!,0,treasure,ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/collectibles_206_guillotine.png,True,-1,False,15,0,0,,0,1.6913390159607,,1,True,107,0,0,False,0.0,0.0,False,0,0,0.50000006528597,0,515,False,1,0,0.0,0,0
Ball of Bandages,207,Gotta lick 'em all!,1,babyShop,ITEM_FAMILIAR,"TAG_SUMMONABLE,TAG_MONSTER_MANUAL",0,0.0,0,gfx/items/collectibles/collectibles_207_ballofbandages.png,True,-1,False,15,0,0,,0,0.0,,1,True,6,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Champion Belt,208,DMG + challenge up,3,"shop,craneGame,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_208_championbelt.png,True,-1,False,15,0,0,,0,1.6913390159607,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,1,False,1,0,0.0,0,0
Butt Bombs,209,Toxic blast +5 bombs,1,"treasure,shellGame,bombBum",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_POOP",0,0.0,0,gfx/items/collectibles/collectibles_209_buttbombs.png,True,-1,False,15,0,5,,0,0.0,,1,True,-1,0,5,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Gnawed Leaf,210,Unbreakable,1,treasure,ITEM_PASSIVE,TAG_SUMMONABLE,0,0.0,0,gfx/items/collectibles/Collectibles_210_GnawedLeaf.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Spiderbaby,211,Spider revenge,0,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR,TAG_SPIDER",0,0.0,0,gfx/items/collectibles/collectibles_211_spiderbaby.png,True,-1,False,15,0,0,,0,0.0,,0,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Guppy's Collar,212,Eternal life?,1,"devil,redChest,curse,craneGame",ITEM_PASSIVE,TAG_GUPPY,0,0.0,0,gfx/items/collectibles/Collectibles_212_GuppysCollar.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Lost Contact,213,Shielded tears,2,"treasure,secret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_213_lostcontact.png,True,-1,False,15,0,0,,0,0.0,TEAR_SHIELDED,2,True,-1,0,0,False,-0.14999997615814,0.0,False,0,0,0.0,0,36,False,1,0,0.0,0,0
Anemic,214,Toxic blood,1,"treasure,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR",0,0.0,0,gfx/items/collectibles/collectibles_214_anemic.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,8,False,1,0,1.5,0,0
Goat Head,215,He accepts your offering,3,"devil,curse",ITEM_PASSIVE,"TAG_LAZ_SHARED_GLOBAL,TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_NO_GREED",0,0.0,0,gfx/items/collectibles/collectibles_215_goathead.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,1,False,1,0,0.0,0,0
Ceremonial Robes,216,DMG + evil up,3,"devil,demonBeggar,curse",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,6,gfx/items/collectibles/Collectibles_216_CeremonialRobes.png,True,-1,False,15,0,0,,0,1.6913390159607,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,1,False,2,0,0.0,0,0
Mom's Wig,217,You feel itchy...,2,"treasure,momsChest,oldChest",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_MOM",0,0.0,0,gfx/items/collectibles/collectibles_217_momswig.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,2,False,1,2,0.0,0,0
Placenta,218,Regeneration + HP up,2,boss,ITEM_PASSIVE,TAG_NO_LOST_BR,0,0.0,0,gfx/items/collectibles/collectibles_218_placenta.png,True,-1,False,15,2,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,4,0.0,0,0
Old Bandage,219,HP up,2,boss,ITEM_PASSIVE,TAG_NO_LOST_BR,0,0.0,0,gfx/items/collectibles/collectibles_219_oldbandage.png,True,-1,False,15,2,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Sad Bombs,220,Tear blasts +5 bombs,2,"treasure,bombBum",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_220_sadbombs.png,True,-1,False,15,0,5,,0,0.0,,2,True,-1,0,5,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Rubber Cement,221,Bouncing tears,3,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_221_rubbercement.png,True,-1,False,15,0,0,,0,0.0,TEAR_BOUNCE,3,True,150,0,0,False,0.0,0.0,False,0,0,0.0,0,96,False,1,0,0.0,0,0
Anti-Gravity,222,Anti-gravity tears + tears up,1,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP",0,0.0,0,gfx/items/collectibles/collectibles_222_antigravity.png,True,-1,False,15,0,0,,0,0.0,TEAR_WAIT,1,True,-1,0,0,False,0.0,0.0,False,0,0,1.0000000215431,0,4130,False,1,0,0.0,0,0
Pyromaniac,223,It hurts so good +5 bombs,4,"treasure,bombBum",ITEM_PASSIVE,TAG_SUMMONABLE,0,0.0,0,gfx/items/collectibles/collectibles_223_pyromaniac.png,True,-1,False,15,0,5,,0,0.0,,4,True,-1,0,5,False,0.0,0.0,False,0,0,0.0,0,0,True,1,0,0.0,0,0
Cricket's Body,224,Bursting shots + tears up,3,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP,TAG_DEAD",0,0.0,0,gfx/items/collectibles/collectibles_224_cricketsbody.png,True,-1,False,15,0,0,,0,0.0,TEAR_QUADSPLIT,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.50000006528597,0,42,False,1,0,-1.3,0,0
Gimpy,225,Sweet suffering,2,"treasure,devil,demonBeggar,curse",ITEM_PASSIVE,"TAG_NO_EDEN,TAG_NO_EDEN,TAG_SUMMONABLE,TAG_NO_LOST_BR",0,0.0,0,gfx/items/collectibles/collectibles_225_gimpy.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Black Lotus,226,HP up x3,2,secret,ITEM_PASSIVE,TAG_NO_LOST_BR,0,0.0,2,gfx/items/collectibles/collectibles_226_blacklotus.png,True,-1,False,15,2,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,4,0.0,2,0
Piggy Bank,227,My life savings,1,"treasure,shop,craneGame",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR",0,0.0,0,gfx/items/collectibles/collectibles_227_piggybank.png,True,-1,False,15,0,0,,3,0.0,,1,True,-1,3,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Mom's Perfume,228,Fear shot + tears up,2,"treasure,momsChest,oldChest",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TEARS_UP,TAG_MOM",0,0.0,0,gfx/items/collectibles/collectibles_228_momsperfume.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.50000006528597,0,66,False,1,0,0.0,0,0
Monstro's Lung,229,Charged burst attack,2,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_229_monstroslung.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,-2.0930232967352,0,65535,False,1,0,0.0,0,0
Abaddon,230,Evil + DMG up + fear shot,3,"devil,demonBeggar,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_DEVIL",0,0.20000004768372,0,gfx/items/collectibles/collectibles_230_abaddon.png,True,-1,False,15,0,0,,0,2.3566203117371,,3,True,128,0,0,False,0.0,0.0,False,0,0,0.0,0,17,False,2,0,0.0,0,0
Ball of Tar,231,Sticky feet...,2,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_231_balloftar.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,64,False,1,0,0.0,0,0
Stop Watch,232,Let's slow this down a bit...,4,"shop,craneGame",ITEM_PASSIVE,TAG_SUMMONABLE,0,0.29999995231628,0,gfx/items/collectibles/collectibles_232_stopwatch.png,True,-1,False,15,0,0,,0,0.0,,4,True,138,0,0,False,0.0,0.0,False,0,0,0.0,0,16,False,1,0,0.0,0,0
Tiny Planet,233,Orbiting tears + range up,0,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_233_tinyplanet.png,True,-1,False,15,0,0,,0,0.0,"TEAR_ORBIT,TEAR_SPECTRAL",0,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,65535,False,1,0,6.5,0,0
Infestation 2,234,Infestation shot,3,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_SPIDER",0,0.0,0,gfx/items/collectibles/collectibles_234_infestation2.png,True,-1,False,15,0,0,,0,0.0,,3,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
E. Coli,236,Turdy touch,0,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_NO_LOST_BR,TAG_POOP",0,0.0,0,gfx/items/collectibles/collectibles_236_ecoli.png,True,-1,False,15,0,0,,0,0.0,,0,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Death's Touch,237,Piercing shots + DMG up,3,"treasure,devil",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_237_deathstouch.png,True,-1,False,15,0,0,,0,2.3566203117371,TEAR_PIERCING,3,True,103,0,0,False,0.0,0.0,False,0,0,-0.60170127007088,0,35,False,2,0,0.0,0,0
Key Piece 1,238,???,0,,ITEM_FAMILIAR,"TAG_NO_EDEN,TAG_LAZ_SHARED,TAG_UNIQUE_FAMILIAR,TAG_NO_CANTRIP,TAG_OFFENSIVE,TAG_QUEST",0,0.0,0,gfx/items/collectibles/collectibles_238_keypiece1.png,True,-1,False,15,0,0,,0,0.0,,0,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Key Piece 2,239,???,0,,ITEM_FAMILIAR,"TAG_NO_EDEN,TAG_LAZ_SHARED,TAG_UNIQUE_FAMILIAR,TAG_NO_CANTRIP,TAG_OFFENSIVE,TAG_QUEST",0,0.0,0,gfx/items/collectibles/collectibles_239_keypiece2.png,True,-1,False,15,0,0,,0,0.0,,0,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,512,False,1,0,0.0,0,0
Experimental Treatment,240,"Some stats up, some stats down",1,"treasure,boss,demonBeggar",ITEM_PASSIVE,"TAG_OFFENSIVE,TAG_SYRINGE",0,-0.19999998807907,0,gfx/items/collectibles/collectibles_240_experimentaltreatment.png,True,-1,False,15,0,0,,0,1.0,,1,True,141,0,0,False,-0.19999998807907,0.0,False,0,0,0.50000006528597,0,65535,False,1,0,2.5,0,0
Contract from Below,241,Wealth... but at what cost?,2,"devil,demonBeggar,curse",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_NO_GREED",0,0.0,0,gfx/items/collectibles/collectibles_241_contractfrombelow.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Infamy,242,Blocks damage... sometimes,2,"treasure,secret",ITEM_PASSIVE,TAG_SUMMONABLE,0,0.0,0,gfx/items/collectibles/collectibles_242_infamy.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Trinity Shield,243,You feel guarded,2,angel,ITEM_PASSIVE,TAG_SUMMONABLE,0,0.0,0,gfx/items/collectibles/collectibles_243_trinityshield.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,256,False,1,0,0.0,0,0
Tech.5,244,It's still being tested...,3,"treasure,craneGame",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_TECH",0,0.0,0,gfx/items/collectibles/collectibles_244_techpointfive.png,True,-1,False,15,0,0,,0,0.0,,3,True,104,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
20/20,245,Double shot,4,treasure,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_245_2020.png,True,-1,False,15,0,0,,0,-0.70000004768372,,4,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,3,False,1,0,0.0,0,0
Blue Map,246,Secrets,1,"shop,beggar",ITEM_PASSIVE,"TAG_LAZ_SHARED_GLOBAL,TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_246_bluemap.png,True,-1,False,15,0,0,,0,0.0,,1,True,134,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
BFFS!,247,Your friends rule,2,"shop,ultraSecret",ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_247_bffs.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Hive Mind,248,Giant spiders and flies,2,shop,ITEM_PASSIVE,"TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_SPIDER,TAG_FLY",0,0.0,0,gfx/items/collectibles/collectibles_248_hivemind.png,True,-1,False,15,0,0,,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
There's Options,249,More options,3,shop,ITEM_PASSIVE,"TAG_LAZ_SHARED_GLOBAL,TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE,TAG_NO_GREED",0,0.0,0,gfx/items/collectibles/collectibles_249_theresoptions.png,True,-1,False,15,0,0,,0,0.0,,3,True,135,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
BOGO Bombs,250,1+1 BOOM!,1,shop,ITEM_PASSIVE,"TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_250_bogobombs.png,True,-1,False,15,0,0,,0,0.0,,1,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Starter Deck,251,Extra card room,2,"shop,craneGame",ITEM_PASSIVE,"TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_251_starterdeck.png,True,-1,False,15,0,0,PICKUP_TAROTCARD,0,0.0,,2,True,-1,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
Little Baggy,252,Extra pill room,0,shop,ITEM_PASSIVE,"TAG_NO_CANTRIP,TAG_SUMMONABLE,TAG_OFFENSIVE",0,0.0,0,gfx/items/collectibles/collectibles_252_littlebaggy.png,True,-1,False,15,0,0,PICKUP_PILL,0,0.0,,0,True,146,0,0,False,0.0,0.0,False,0,0,0.0,0,0,False,1,0,0.0,0,0
